2026-01-11 15:14:15 | INFO | Starting training
2026-01-11 15:14:15 | INFO | Device: cpu
2026-01-11 15:14:18 | INFO | Train batches: 1169, Val batches: 174
2026-01-11 15:14:18 | INFO | Model parameters: 106,369
2026-01-11 15:14:21 | INFO | Epoch 1 | Batch 0/1169 | Loss: 0.0765
2026-01-11 15:14:23 | INFO | Epoch 1 | Batch 100/1169 | Loss: 0.0437
2026-01-11 15:14:26 | INFO | Epoch 1 | Batch 200/1169 | Loss: 0.0441
2026-01-11 15:14:28 | INFO | Epoch 1 | Batch 300/1169 | Loss: 0.0430
2026-01-11 15:14:30 | INFO | Epoch 1 | Batch 400/1169 | Loss: 0.0439
2026-01-11 15:14:33 | INFO | Epoch 1 | Batch 500/1169 | Loss: 0.0391
2026-01-11 15:14:35 | INFO | Epoch 1 | Batch 600/1169 | Loss: 0.0395
2026-01-11 15:14:37 | INFO | Epoch 1 | Batch 700/1169 | Loss: 0.0419
2026-01-11 15:14:40 | INFO | Epoch 1 | Batch 800/1169 | Loss: 0.0401
2026-01-11 15:14:42 | INFO | Epoch 1 | Batch 900/1169 | Loss: 0.0361
2026-01-11 15:14:44 | INFO | Epoch 1 | Batch 1000/1169 | Loss: 0.0342
2026-01-11 15:14:47 | INFO | Epoch 1 | Batch 1100/1169 | Loss: 0.0406
2026-01-11 15:14:50 | INFO | Epoch 1 | Train Loss: 0.0433 | Val Loss: 0.0284
2026-01-11 15:14:50 | INFO | Val F1: 0.2257 | Precision: 0.1311 | Recall: 0.8126
2026-01-11 15:14:50 | INFO | New best model saved (F1: 0.2257)
2026-01-11 15:14:51 | INFO | Epoch 2 | Batch 0/1169 | Loss: 0.0375
2026-01-11 15:14:53 | INFO | Epoch 2 | Batch 100/1169 | Loss: 0.0340
2026-01-11 15:14:56 | INFO | Epoch 2 | Batch 200/1169 | Loss: 0.0377
2026-01-11 15:14:58 | INFO | Epoch 2 | Batch 300/1169 | Loss: 0.0360
2026-01-11 15:15:01 | INFO | Epoch 2 | Batch 400/1169 | Loss: 0.0309
2026-01-11 15:15:03 | INFO | Epoch 2 | Batch 500/1169 | Loss: 0.0307
2026-01-11 15:15:05 | INFO | Epoch 2 | Batch 600/1169 | Loss: 0.0381
2026-01-11 15:15:08 | INFO | Epoch 2 | Batch 700/1169 | Loss: 0.0348
2026-01-11 15:15:10 | INFO | Epoch 2 | Batch 800/1169 | Loss: 0.0329
2026-01-11 15:15:12 | INFO | Epoch 2 | Batch 900/1169 | Loss: 0.0357
2026-01-11 15:15:14 | INFO | Epoch 2 | Batch 1000/1169 | Loss: 0.0296
2026-01-11 15:15:17 | INFO | Epoch 2 | Batch 1100/1169 | Loss: 0.0295
2026-01-11 15:15:20 | INFO | Epoch 2 | Train Loss: 0.0353 | Val Loss: 0.0245
2026-01-11 15:15:20 | INFO | Val F1: 0.2523 | Precision: 0.1493 | Recall: 0.8119
2026-01-11 15:15:20 | INFO | New best model saved (F1: 0.2523)
2026-01-11 15:15:21 | INFO | Epoch 3 | Batch 0/1169 | Loss: 0.0307
2026-01-11 15:15:23 | INFO | Epoch 3 | Batch 100/1169 | Loss: 0.0372
2026-01-11 15:15:25 | INFO | Epoch 3 | Batch 200/1169 | Loss: 0.0281
2026-01-11 15:15:28 | INFO | Epoch 3 | Batch 300/1169 | Loss: 0.0338
2026-01-11 15:15:30 | INFO | Epoch 3 | Batch 400/1169 | Loss: 0.0277
2026-01-11 15:15:32 | INFO | Epoch 3 | Batch 500/1169 | Loss: 0.0340
2026-01-11 15:15:35 | INFO | Epoch 3 | Batch 600/1169 | Loss: 0.0343
2026-01-11 15:15:37 | INFO | Epoch 3 | Batch 700/1169 | Loss: 0.0313
2026-01-11 15:15:40 | INFO | Epoch 3 | Batch 800/1169 | Loss: 0.0319
2026-01-11 15:15:42 | INFO | Epoch 3 | Batch 900/1169 | Loss: 0.0302
2026-01-11 15:15:45 | INFO | Epoch 3 | Batch 1000/1169 | Loss: 0.0265
2026-01-11 15:15:47 | INFO | Epoch 3 | Batch 1100/1169 | Loss: 0.0289
2026-01-11 15:15:51 | INFO | Epoch 3 | Train Loss: 0.0317 | Val Loss: 0.0239
2026-01-11 15:15:51 | INFO | Val F1: 0.2607 | Precision: 0.1555 | Recall: 0.8045
2026-01-11 15:15:51 | INFO | New best model saved (F1: 0.2607)
2026-01-11 15:15:51 | INFO | Epoch 4 | Batch 0/1169 | Loss: 0.0287
2026-01-11 15:15:53 | INFO | Epoch 4 | Batch 100/1169 | Loss: 0.0298
2026-01-11 15:15:56 | INFO | Epoch 4 | Batch 200/1169 | Loss: 0.0281
2026-01-11 15:15:58 | INFO | Epoch 4 | Batch 300/1169 | Loss: 0.0295
2026-01-11 15:16:00 | INFO | Epoch 4 | Batch 400/1169 | Loss: 0.0257
2026-01-11 15:16:03 | INFO | Epoch 4 | Batch 500/1169 | Loss: 0.0309
2026-01-11 15:16:05 | INFO | Epoch 4 | Batch 600/1169 | Loss: 0.0282
2026-01-11 15:16:07 | INFO | Epoch 4 | Batch 700/1169 | Loss: 0.0322
2026-01-11 15:16:10 | INFO | Epoch 4 | Batch 800/1169 | Loss: 0.0329
2026-01-11 15:16:12 | INFO | Epoch 4 | Batch 900/1169 | Loss: 0.0285
2026-01-11 15:16:14 | INFO | Epoch 4 | Batch 1000/1169 | Loss: 0.0279
2026-01-11 15:16:17 | INFO | Epoch 4 | Batch 1100/1169 | Loss: 0.0283
2026-01-11 15:16:20 | INFO | Epoch 4 | Train Loss: 0.0295 | Val Loss: 0.0227
2026-01-11 15:16:20 | INFO | Val F1: 0.2683 | Precision: 0.1610 | Recall: 0.8052
2026-01-11 15:16:20 | INFO | New best model saved (F1: 0.2683)
2026-01-11 15:16:21 | INFO | Epoch 5 | Batch 0/1169 | Loss: 0.0278
2026-01-11 15:16:23 | INFO | Epoch 5 | Batch 100/1169 | Loss: 0.0275
2026-01-11 15:16:25 | INFO | Epoch 5 | Batch 200/1169 | Loss: 0.0275
2026-01-11 15:16:28 | INFO | Epoch 5 | Batch 300/1169 | Loss: 0.0278
