2026-01-28 16:00:04 | INFO | Starting Sequence LSTM training
2026-01-28 16:00:04 | INFO | Device: cpu
2026-01-28 16:00:11 | INFO | Train batches: 1105
2026-01-28 16:00:11 | INFO | Model parameters: 857,602
2026-01-28 16:00:17 | INFO | Epoch 1 | Batch 0/1105 | Loss: 0.0724
2026-01-28 16:00:35 | INFO | Epoch 1 | Batch 100/1105 | Loss: 0.0518
2026-01-28 16:00:53 | INFO | Epoch 1 | Batch 200/1105 | Loss: 0.0451
2026-01-28 16:01:11 | INFO | Epoch 1 | Batch 300/1105 | Loss: 0.0357
2026-01-28 16:01:29 | INFO | Epoch 1 | Batch 400/1105 | Loss: 0.0312
2026-01-28 16:01:45 | INFO | Epoch 1 | Batch 500/1105 | Loss: 0.0326
2026-01-28 16:01:58 | INFO | Epoch 1 | Batch 600/1105 | Loss: 0.0262
2026-01-28 16:02:11 | INFO | Epoch 1 | Batch 700/1105 | Loss: 0.0294
2026-01-28 16:02:23 | INFO | Epoch 1 | Batch 800/1105 | Loss: 0.0236
2026-01-28 16:02:36 | INFO | Epoch 1 | Batch 900/1105 | Loss: 0.0260
2026-01-28 16:02:49 | INFO | Epoch 1 | Batch 1000/1105 | Loss: 0.0250
2026-01-28 16:03:02 | INFO | Epoch 1 | Batch 1100/1105 | Loss: 0.0260
2026-01-28 16:03:10 | INFO | Epoch 1 | Train Loss: 0.0339 | Val Loss: 0.0257
2026-01-28 16:03:10 | INFO | Val F1: 0.2257 | Prec: 0.1522 | Rec: 0.4367 | AUC: 0.7650
2026-01-28 16:03:10 | INFO | New best model saved (F1: 0.2257)
2026-01-28 16:03:10 | INFO | Epoch 2 | Batch 0/1105 | Loss: 0.0167
2026-01-28 16:03:23 | INFO | Epoch 2 | Batch 100/1105 | Loss: 0.0227
2026-01-28 16:03:36 | INFO | Epoch 2 | Batch 200/1105 | Loss: 0.0200
2026-01-28 16:03:49 | INFO | Epoch 2 | Batch 300/1105 | Loss: 0.0224
2026-01-28 16:04:01 | INFO | Epoch 2 | Batch 400/1105 | Loss: 0.0298
2026-01-28 16:04:14 | INFO | Epoch 2 | Batch 500/1105 | Loss: 0.0218
2026-01-28 16:04:27 | INFO | Epoch 2 | Batch 600/1105 | Loss: 0.0234
2026-01-28 16:04:40 | INFO | Epoch 2 | Batch 700/1105 | Loss: 0.0259
2026-01-28 16:04:53 | INFO | Epoch 2 | Batch 800/1105 | Loss: 0.0213
2026-01-28 16:05:06 | INFO | Epoch 2 | Batch 900/1105 | Loss: 0.0207
2026-01-28 16:05:19 | INFO | Epoch 2 | Batch 1000/1105 | Loss: 0.0205
2026-01-28 16:05:31 | INFO | Epoch 2 | Batch 1100/1105 | Loss: 0.0194
