2026-01-12 09:31:09 | INFO | Starting hybrid LSTM+Dense model training
2026-01-12 09:31:09 | INFO | Device: cpu
2026-01-12 09:31:13 | INFO | Temporal features: 30
2026-01-12 09:31:13 | INFO | Behavioral features: 184
2026-01-12 09:31:13 | INFO | Model parameters: 370,113
2026-01-12 09:31:17 | INFO | Epoch 1 | Batch 0/1169 | Loss: 0.0944
2026-01-12 09:31:22 | INFO | Epoch 1 | Batch 100/1169 | Loss: 0.0506
2026-01-12 09:31:26 | INFO | Epoch 1 | Batch 200/1169 | Loss: 0.0492
2026-01-12 09:31:32 | INFO | Epoch 1 | Batch 300/1169 | Loss: 0.0481
2026-01-12 09:31:37 | INFO | Epoch 1 | Batch 400/1169 | Loss: 0.0441
2026-01-12 09:31:49 | INFO | Epoch 1 | Batch 500/1169 | Loss: 0.0510
2026-01-12 09:32:08 | INFO | Epoch 1 | Batch 600/1169 | Loss: 0.0425
2026-01-12 09:32:29 | INFO | Epoch 1 | Batch 700/1169 | Loss: 0.0467
2026-01-12 09:32:50 | INFO | Epoch 1 | Batch 800/1169 | Loss: 0.0442
2026-01-12 09:33:12 | INFO | Epoch 1 | Batch 900/1169 | Loss: 0.0448
2026-01-12 09:33:30 | INFO | Epoch 1 | Batch 1000/1169 | Loss: 0.0439
2026-01-12 09:33:46 | INFO | Epoch 1 | Batch 1100/1169 | Loss: 0.0386
2026-01-12 09:34:07 | INFO | Epoch 1 | Train Loss: 0.0459 | Val Loss: 0.0357
2026-01-12 09:34:07 | INFO | Val F1: 0.1728 | Prec: 0.0962 | Rec: 0.8477 | AUC: 0.8806
2026-01-12 09:34:07 | INFO | New best model saved (F1: 0.1728)
2026-01-12 09:34:07 | INFO | Epoch 2 | Batch 0/1169 | Loss: 0.0370
2026-01-12 09:34:23 | INFO | Epoch 2 | Batch 100/1169 | Loss: 0.0419
2026-01-12 09:34:40 | INFO | Epoch 2 | Batch 200/1169 | Loss: 0.0407
2026-01-12 09:34:56 | INFO | Epoch 2 | Batch 300/1169 | Loss: 0.0360
2026-01-12 09:35:13 | INFO | Epoch 2 | Batch 400/1169 | Loss: 0.0369
2026-01-12 09:35:29 | INFO | Epoch 2 | Batch 500/1169 | Loss: 0.0376
2026-01-12 09:35:47 | INFO | Epoch 2 | Batch 600/1169 | Loss: 0.0384
2026-01-12 09:36:04 | INFO | Epoch 2 | Batch 700/1169 | Loss: 0.0392
2026-01-12 09:36:21 | INFO | Epoch 2 | Batch 800/1169 | Loss: 0.0398
2026-01-12 09:36:38 | INFO | Epoch 2 | Batch 900/1169 | Loss: 0.0357
2026-01-12 09:36:57 | INFO | Epoch 2 | Batch 1000/1169 | Loss: 0.0369
2026-01-12 09:37:14 | INFO | Epoch 2 | Batch 1100/1169 | Loss: 0.0394
2026-01-12 09:37:22 | INFO | Epoch 2 | Train Loss: 0.0391 | Val Loss: 0.0293
2026-01-12 09:37:22 | INFO | Val F1: 0.2355 | Prec: 0.1381 | Rec: 0.7997 | AUC: 0.8904
2026-01-12 09:37:22 | INFO | New best model saved (F1: 0.2355)
2026-01-12 09:37:22 | INFO | Epoch 3 | Batch 0/1169 | Loss: 0.0369
2026-01-12 09:37:28 | INFO | Epoch 3 | Batch 100/1169 | Loss: 0.0339
2026-01-12 09:37:44 | INFO | Epoch 3 | Batch 200/1169 | Loss: 0.0372
2026-01-12 09:38:01 | INFO | Epoch 3 | Batch 300/1169 | Loss: 0.0324
2026-01-12 09:38:16 | INFO | Epoch 3 | Batch 400/1169 | Loss: 0.0347
2026-01-12 09:38:32 | INFO | Epoch 3 | Batch 500/1169 | Loss: 0.0372
2026-01-12 09:38:48 | INFO | Epoch 3 | Batch 600/1169 | Loss: 0.0352
2026-01-12 09:39:04 | INFO | Epoch 3 | Batch 700/1169 | Loss: 0.0373
